ple	3255207
ous	3244841
off	3240799
tto	3212842
chi	3205773
ani	3205086
orm	3199470
ned	3184818
ens	3182416
sha	3173536
mor	3166737
iss	3165374
ite	3156935
nge	3151309
tis	3146867
ora	3143350
lli	3136609
ede	3129961
sse	3127188
ade	3123890
rie	3113740
aid	3113433
emo	3110111
ral	3107661
sit	3101675
oin	3088712
hth	3060456
tre	3052381
any	3050533
ake	3044556
ern	3041646
mer	3035537
ric	3027796
dis	3027620
ish	3024492
oug	3024430
ini	3019795
ong	3012833
ntr	3012084
eli	3008425
wil	3000772
led	2999231
sar	2998776
how	2984334
edb	2964266
ich	2961735
spe	2959184
sea	2956202
lit	2955844
yin	2951913
sai	2950251
ndo	2945961
gin	2943401
shi	2938082
ord	2930631
mon	2928062
ena	2927601
new	2923860
por	2913196
ser	2910499
ial	2904791
ori	2904248
tte	2896816
mar	2888260
epr	2880538
ach	2875296
har	2871397
yea	2868255
tri	2866053
che	2845883
tea	2838622
unt	2838483
omp	2837254
who	2814944
tar	2792635
owe	2781353
rit	2761257
ded	2753361
ors	2748974
day	2743116
hee	2740198
thr	2735049
eir	2733155
ond	2727008
mes	2724139
efi	2723419
had	2720653
ner	2711700
ela	2709547
let	2707044
lso	2705546
ris	2704354
ire	2671468
isi	2670537
met	2662370
ars	2649688
hic	2647497
cen	2640052
ari	2638406
fin	2636201
tob	2630326
nsi	2628939
las	2628928
ope	2622250
lar	2615291
des	2611133
fte	2609919
nit	2603876
sen	2603148
ang	2602649
som	2589499
abo	2580787
sio	2579046
two	2579039
ian	2576268
eis	2575332
tsa	2574013
ngi	2571550
uni	2567464
ses	2562382
rep	2561408
rac	2559421
top	2544041
abl	2540517
eti	2525353
ebe	2524168
eha	2512754
now	2510743
oni	2508299
ves	2501984
fir	2498628
erc	2496623
ofa	2496302
ace	2494820
sal	2486424
get	2470450
app	2466311
ane	2464984
rsa	2460648
nof	2459001
heh	2449367
gre	2446901
win	2446474
car	2441448
ete	2441107
mat	2437642
cho	2434122
lay	2432717
swe	2405370
esp	2403354
pri	2401791
tiv	2399821
rof	2399401
gra	2397193
llo	2396797
cor	2395975
eac	2395043
nis	2393749
dit	2388160
gan	2383084
gto	2380628
eno	2377544
bou	2375317
obe	2373367
esh	2364550
tos	2357896
ery	2357442
rma	2355852
ngo	2355332
ewi	2353887
ara	2352538
rto	2347763
rel	2346911
oma	2338186
ala	2336606
asi	2327348
tst	2322274
utt	2320714
irs	2319648
yan	2319387
lla	2318801
sfo	2317576
ork	2313798
ett	2310024
lth	2309490
sid	2309025
aso	2302496
swi	2302441
ita	2296822
set	2293924
twa	2290810
erm	2287584
epa	2287225
ron	2286879
tit	2286372
aft	2285964
dre	2276501
tle	2274431
mil	2272608
dby	2271890
ale	2270031
pen	2258154
bec	2255869
mbe	2249956
toa	2249363
heg	2247902
sch	2241757
sis	2237771
rti	2236581
heo	2235077
low	2229147
lis	2227116
oll	2221181
war	2218688
alt	2217527
elo	2217042
tro	2211596
cat	2201423
med	2201202
lic	2199356
hil	2195082
ile	2194746
tht	2194530
rem	2192851
rre	2192796
ays	2189923
oli	2188506
rso	2185861
nsa	2176150
omm	2171097
old	2165975
cre	2144746
ata	2142046
ise	2139169
cia	2122300
pos	2117203
ger	2116445
sma	2104563
uti	2103488
sts	2101136
sec	2100837
sbe	2099662
eni	2086703
sre	2085472
lon	2085276
isc	2083075
nse	2074596
nor	2069326
bee	2065528
ano	2063752
nco	2060275
fer	2058315
itt	2050561
sno	2047854
epo	2044817
eon	2044067
eds	2037518
eam	2036924
esc	2036009
fic	2033404
ech	2028173
way	2027041
ved	2026846
ike	2026414
alo	2023953
yof	2021352
ash	2015194
ote	2008201
ook	1999949
eta	1996461
erf	1988818
onc	1984989
emi	1982819
eci	1972328
ats	1972278
erv	1970915
rsi	1967666
sst	1964979
ili	1962435
eed	1955714
ary	1952466
sso	1951058
mth	1947257
vel	1945990
dat	1941336
mea	1936265
esu	1936169
uri	1935162
pan	1932891
rch	1926389
uth	1926382
spo	1923682
wou	1923420
ffe	1922327
sel	1921792
rei	1917688
rge	1916665
rse	1915405
tom	1913479
usi	1911341
ega	1900673
sas	1899943
ssa	1897725
ato	1892931
erw	1888240
ood	1886459
ama	1883841
sat	1883499
ece	1883004
mpl	1882970
tso	1879869
gen	1874679
arr	1868467
dea	1866349
sca	1864375
dof	1863197
ual	1862470
dbe	1858905
ewo	1857253
nso	1856959
rte	1856509
vin	1851748
adi	1851016
ndw	1850414
ndh	1849404
edf	1848247
swh	1844352
see	1841310
toc	1836740
tch	1832199
ewh	1821567
eba	1811725
onl	1806999
tem	1805921
dwi	1790037
err	1787600
lec	1784146
lac	1781542
eop	1780687
tel	1776664
ami	1770347
ehe	1769301
dfo	1768076
ien	1767735
uch	1765400
ndc	1765357
ely	1763560
dst	1760687
ici	1759901
edw	1744328
aus	1739916
nfo	1738113
ntt	1737999
nne	1735576
ewe	1733602
sur	1732785
exp	1731960
bet	1726872
ket	1724117
inf	1723019
etr	1721605
yto	1720045
rde	1718798
rce	1711836
omt	1711478
evi	1709656
vet	1709103
pec	1705376
rai	1704886
arl	1699355
yst	1698599
sou	1698194
him	1697355
ref	1690774
lik	1684406
ges	1684204
cto	1684050
urn	1681169
fou	1679554
lls	1678097
rne	1676735
wha	1674516
tow	1674141
ndr	1673266
das	1668669
ssu	1668562
spr	1665665
opl	1665409
rad	1657646
esw	1655566
onf	1653251
col	1653235
omi	1652948
duc	1647753
mos	1646365
ark	1645609
tai	1644521
ick	1643469
hos	1637290
ult	1637016
emb	1634801
ign	1631196
hoo	1628375
too	1625886
nea	1624887
itw	1616943
ppe	1615061
ffi	1612124
ula	1611192
nam	1609688
mis	1605479
ced	1603598
los	1602442
gam	1602247
nas	1601741
reg	1597733
lie	1594739
olo	1594420
twe	1587270
ann	1586455
tod	1581803
ail	1580257
ota	1579930
iso	1579642
aye	1577851
tco	1576339
gro	1575747
cam	1574337
efe	1573141
onw	1566810
bea	1565698
ngl	1565333
wee	1562110
edu	1553785
rew	1548929
aga	1546877
til	1545610
ode	1543174
ory	1541795
erb	1541342
bac	1540779
len	1536397
nly	1536381
imp	1535894
aro	1532759
ehi	1530705
amp	1530333
mpa	1529992
spa	1528054
ivi	1526689
ict	1522977
stt	1520500
net	1518271
rta	1515487
hre	1514079
erh	1512676
eet	1506042
row	1502520
sor	1500949
epe	1494253
tie	1489751
nch	1489431
tru	1489404
mal	1487982
cte	1487884
ndm	1484172
atc	1482545
fac	1480054
twi	1479582
orc	1478504
dco	1476786
ndp	1474820
fre	1474808
ofs	1472502
arg	1472465
ima	1471252
dec	1470797
eng	1470110
ria	1469607
owi	1466971
eit	1466665
pol	1460040
ked	1458064
inn	1457052
bli	1455188
dow	1453863
etw	1453345
clu	1453288
hol	1452519
air	1452477
rri	1451834
rig	1451573
sla	1451493
rop	1450690
ofi	1442502
toh	1442156
non	1440732
ool	1439680
isp	1438457
mak	1436485
rev	1436262
equ	1435915
lyt	1435747
jus	1432941
lya	1432205
ole	1432129
cit	1430939
pea	1429742
vea	1428357
kno	1427519
oca	1426991
tak	1426629
acc	1425476
cer	1423677
ada	1423365
sup	1422660
ngw	1422627
peo	1422371
dso	1419444
rdi	1418963
tou	1417176
cau	1416389
rov	1414811
tfo	1411495
stu	1409543
pin	1407254
tly	1402323
ied	1397547
ues	1397451
tsi	1397349
awa	1393952
ler	1393473
wel	1391559
epl	1386318
hor	1386236
erp	1385471
hro	1383286
ute	1381204
oss	1381105
tbe	1380773
tyo	1377771
tog	1377004
heu	1374864
byt	1372919
ngf	1372845
ngh	1370514
hal	1366096
ban	1364335
ism	1364013
rol	1362117
atu	1360997
sam	1357990
hom	1356978
dhi	1356938
ild	1353068
gai	1352873
rds	1350997
edh	1350936
ino	1349660
ego	1344776
egi	1343491
llt	1342420
arc	1342124
ram	1336917
oto	1333585
cle	1331933
dhe	1330580
aco	1326689
orl	1324745
cas	1323734
riv	1323585
ofc	1322736
orn	1321723
rna	1320486
urs	1319719
avi	1319342
nar	1308406
ubl	1305930
tti	1303589
mem	1299230
amo	1298805
rme	1297846
qui	1297027
que	1295216
nee	1295028
ndf	1293951
inh	1291301
ink	1291259
eho	1290659
ncl	1287912
ock	1285973
vic	1285160
rts	1285059
ets	1283594
leg	1280961
cla	1280292
tse	1278787
eor	1277439
nci	1277098
sli	1276516
erg	1275250
did	1273273
rco	1272521
bas	1269571
loc	1267778
ebu	1267644
hig	1266946
asp	1264261
ext	1264120
egr	1263778
dia	1263355
tab	1262022
bri	1258167
cei	1256877
ras	1256196
dal	1253918
alc	1252782
run	1252259
ppo	1251513
ofh	1251418
cke	1251112
atw	1251071
cea	1249363
ott	1248716
bal	1247492
nsh	1247220
mai	1247125
dar	1246732
asb	1246692
rfo	1246153
vis	1246067
owa	1244485
ude	1244334
rsh	1242784
ifi	1242367
loo	1237754
hit	1236658
uar	1235409
cet	1234925
ovi	1230666
ndb	1229829
tol	1229522
uto	1228795
lem	1226802
bro	1226231
vid	1226025
rio	1225040
uct	1223250
try	1221955
efr	1219841
sde	1218798
dha	1216559
bel	1216264
bil	1216161
tas	1212346
suc	1212180
ebo	1211243
oro	1210118
sev	1209104
mit	1207978
yco	1205248
nwh	1202340
neo	1201979
rvi	1201676
dev	1201012
eun	1199397
wan	1199161
sig	1198981
ths	1198494
asc	1198386
dsa	1195432
tac	1194122
emp	1190815
ank	1190563
rke	1189902
nhe	1187989
nme	1186511
nre	1186133
ros	1185577
ngc	1185531
may	1184263
unc	1184159
nic	1179045
nni	1178268
ura	1178165
ful	1177774
oco	1176155
osi	1175625
def	1173126
ngr	1172606
tec	1171805
say	1167136
nbe	1166379
yre	1163260
ntl	1158736
dge	1158225
sac	1157300
sfr	1156780
tsh	1155832
isn	1155747
ldi	1154685
arm	1154487
cur	1154026
eag	1152862
ndl	1152382
eld	1151107
smo	1151066
org	1150650
llb	1146334
del	1142439
poi	1142345
iat	1138390
urt	1138386
ker	1138342
sol	1135331
tma	1135216
mus	1134974
bei	1129248
qua	1128688
lys	1127961
dwa	1126001
nma	1124451
hip	1121067
rod	1117901
efa	1117822
inv	1117314
isl	1114965
pon	1114638
yon	1110394
pas	1110326
lia	1110281
reo	1109542
lif	1106740
tia	1101436
cri	1101185
nsu	1101079
rly	1101077
lbe	1100732
oha	1100513
ndd	1099241
ham	1095060
ept	1094478
ebr	1092945
bes	1091585
ngp	1087836
yha	1086604
tme	1085683
lef	1085376
add	1085339
ofm	1084713
mad	1084502
dma	1083866
dur	1082620
mme	1082430
mas	1082265
ize	1081305
ics	1081149
ybe	1079784
dno	1079585
ege	1078863
gat	1078328
dde	1077820
cul	1076597
uta	1073065
meo	1071803
lco	1070168
val	1068682
atr	1068298
ecu	1066153
ged	1064754
ndu	1064326
yar	1064023
det	1064013
isf	1063940
ofp	1062855
spi	1061878
rot	1057524
rob	1056410
ped	1054595
lde	1053046
oti	1053021
eek	1052504
dem	1052486
bef	1052183
mov	1050191
els	1046167
iou	1044561
swa	1043925
erl	1043663
imi	1042889
fam	1042513
nex	1041420
lof	1041254
fan	1037972
oes	1036896
scr	1036292
isw	1035637
ull	1035476
erd	1035369
inm	1031264
soc	1030632
rni	1029771
eel	1029077
apa	1024211
mic	1022874
dep	1021947
rda	1021457
pit	1020699
ogr	1020261
sun	1018713
esf	1016834
ida	1015249
gar	1014790
cks	1013705
rag	1012208
geo	1010675
goo	1010645
lud	1010627
nhi	1010492
ife	1010418
bra	1010344
ddi	1007782
pat	1007038
ceo	1006221
ngb	1005382
kes	1004681
yer	1003964
nwa	1003919
dra	1002812
lyi	1002743
odu	1002645
pub	1001460
inu	1000911
orr	1000290
aya	996464
lor	995464
ttl	994910
hon	993715
sab	992618
nha	992520
ldb	991325
liv	991168
edr	990568
seo	990217
oad	989827
rmo	989810
dle	988862
ecr	987834
udi	987132
gon	986074
alf	985711
die	985489
rwa	985285
lst	984346
lig	983332
rid	983247
rmi	983003
ofe	982887
urc	982799
sic	981605
ape	981487
ayi	979574
bot	978895
eye	978505
fri	977788
ila	977050
ryo	976002
ado	975029
alm	973709
sag	971371
nwi	970417
wed	968979
nno	967863
abi	967606
rve	963010
ees	962543
aki	961187
fie	958012
bor	957789
dou	956789
eep	956756
dif	955736
tet	953672
orp	951409
ito	950819
ayt	950677
onh	950343
oba	949834
tud	949705
vie	948746
nyo	948617
sbu	947427
dic	946442
dri	944706
ofo	944159
oan	942758
rya	941495
rus	940945
xpe	940860
nca	940507
nve	940457
ily	940279
hot	940089
nag	939358
uts	938259
lre	936657
rap	936308
ecl	935699
dse	935507
oup	934968
leo	934394
upp	932971
roa	932716
nad	932247
bus	931889
ntw	931065
alp	930693
urr	929826
yfo	927898
omo	927335
onm	926902
ntu	925885
ows	925801
iff	924171
rsw	922934
asw	922855
asn	921959
hap	921917
cce	921547
cro	920008
ier	919867
cco	918426
cap	917801
lev	917563
tsw	916039
ken	915282
oke	914528
owt	913700
asm	913312
ngm	909434
cts	908610
nou	908318
put	907446
reb	907423
tta	907276
edm	907261
lio	905570
ney	903730
onb	902750
sfi	902516
tag	899915
eem	899762
umb	898970
cra	897487
anu	897419
swo	896032
wev	894124
eig	894075
ssh	893882
eus	893372
eyo	893226
sim	892620
gle	891111
roc	890590
cie	889282
log	887902
reh	887583
wth	887581
slo	886813
eer	885791
ift	885634
hev	885429
fit	885162
tua	884810
epu	883236
gov	882757
got	881689
cin	881481
inw	881201
inp	880744
wes	880455
ago	878275
ams	877451
sap	877362
itu	874511
oac	874056
opp	873487
etu	873006
wat	872808
sus	872787
lai	871693
arn	870961
eea	870693
itc	870348
isr	869416
tca	869399
rld	869118
alr	867408
ask	866144
ctu	864234
lto	864157
oge	863518
oot	863453
eap	861991
pti	860467
edp	860390
fea	859460
fil	859216
twh	858217
ngu	857993
ems	855525
veb	855318
uil	855123
mot	853945
roo	853786
rpr	853610
rli	853213
mpo	851424
isb	850560
elf	850206
dfr	850149
sei	849888
oon	849833
sle	849731
mou	848665
nev	848535
nec	847896
clo	847813
iel	847624
lot	847535
usa	846781
apr	843542
edc	843066
rer	842459
lei	842440
fra	842263
wea	841454
nen	841269
alw	841195
esb	840316
bar	840216
eya	839220
nei	837374
nsw	836504
elp	835693
ola	834566
eak	833378
fen	832986
esn	832939
ryt	832890
orh	830305
anb	829651
lsa	828413
far	826427
giv	826400
pic	825459
cep	825186
toe	824070
dpr	822558
rim	822547
eab	822472
pac	821850
lti	816837
hof	815652
asu	814744
saf	814636
ews	814323
stw	812774
eex	812632
atm	812391
mpe	809957
tba	808271
tee	807868
inb	807768
eav	807633
dwh	806469
nom	803907
mun	803602
enh	802824
rro	801038
pet	800747
nsp	800525
mto	800464
agr	800409
lew	799958
rha	799892
lve	799393
alb	797031
odo	796908
tun	793099
lwa	792872
gue	792851
dca	791031
rar	790991
rwh	790470
pai	789880
hop	789691
rog	789669
nfr	789285
fal	788506
onn	788333
inl	785826
sep	785709
bat	784957
smi	784836
vem	783222
cus	781942
epi	781039
wal	780890
dsh	780123
lab	780098
thc	779681
apo	779192
aan	778034
odi	778023
fol	777834
gof	777113
squ	775089
sfa	774151
bur	773363
nac	772048
rga	771129
vil	768622
ngd	768292
oci	767682
hir	767491
rhe	767325
uss	766882
efu	766869
ywi	766717
esm	766378
ywa	765965
npr	765697
ume	764858
oda	764180
osa	761513
dro	760176
ghe	759642
ghi	758796
opr	758671
van	758117
lds	758046
kan	757432
beg	756632
rpo	756089
orw	755584
isd	755138
dmi	754985
goi	754257
fun	753435
oar	753004
ofr	752128
onp	751018
rib	750630
idi	750544
rwi	750504
lop	749405
hto	749075
edd	748966
stp	747680
mag	747120
sne	747053
sem	746824
eru	745597
adt	745427
bui	743523
mmi	743346
alk	741403
gal	741281
ibl	740604
opu	739787
ald	739561
oal	739052
ysa	738863
tsc	738296
idt	737288
pli	736543
muc	734243
num	733495
sba	733488
nel	732493
nia	731949
enu	731273
ruc	730658
lyo	729096
stm	729012
bre	728972
toi	728263
esd	727442
dmo	727349
ryi	726845
ots	726751
sda	726137
vol	725080
dam	725025
aca	723596
rbe	723228
pul	722952
won	722713
exa	722289
yed	722156
lse	721672
aci	721498
stc	721341
ofw	721017
lim	720600
atl	720504
ais	720394
flo	719836
cel	719551
rno	719357
cht	718107
sty	716897
boo	716442
aug	716308
rys	716185
upt	715152
sex	713764
spl	713561
rty	713321
eva	712427
ysi	711593
ofb	710199
ldr	708872
uit	708569
cli	708407
mei	708327
ior	708025
doe	707379
ira	706829
lyw	706710
igi	706526
siv	706163
nab	704679
law	703214
tpr	702904
lda	702508
ayo	699492
rki	699433
idn	698899
nio	698381
iva	698321
tya	697860
pho	697238
coa	697032
ilt	697018
chr	696938
ndg	696524
phi	694638
eff	694298
eyw	694094
raf	693840
yis	693485
asr	692889
nov	692671
lyb	692635
aut	692495
nap	692352
fee	691884
ndn	691649
gfo	691219
sub	687314
ski	687268
nty	686772
asf	685871
oor	685384
aff	684405
enn	684319
sdi	683865
hur	683790
stl	682423
lyc	682030
dir	681719
cut	680248
wen	678834
afe	677985
dne	677379
kth	677290
plo	676417
rab	675092
nfi	674720
yma	674417
ofl	673526
ung	673098
anw	671305
tmo	670892
enw	669856
gas	669056
tss	668030
jec	666952
foo	666339
gis	666021
vat	665784
ley	665497
tne	665303
ush	664646
rnm	664276
tsp	664116
nsc	663870
gea	663465
div	663392
sad	662849
dsi	662681
fco	662572
opo	661292
fhi	660939
edl	660146
yor	659656
yca	659168
iev	657853
ywe	657204
omb	657110
ird	656794
big	656158
tif	655864
dli	655395
rhi	654575
rca	654499
gha	653609
pth	651995
sgo	651623
ywh	651447
ava	650371
sib	649324
gwi	648238
sum	648210
atp	647883
leb	647227
tsu	646947
cki	646171
fec	645871
ncr	645359
rle	645167
sme	643840
cis	643554
tdo	643395
olu	643228
kea	642826
iew	642230
yse	642198
mod	641999
uce	641986
fai	641095
nig	640768
tye	639722
tli	638560
tsf	638419
rba	637207
dor	637114
aba	636023
enb	635879
bla	635788
rsc	635650
thh	635356
mpi	634841
ads	633339
mmu	633203
pow	633181
lfo	632552
gst	631234
asd	630807
egu	629493
snt	627623
tno	626469
adv	625751
iet	625730
bya	625497
nvi	625320
aha	624623
ofd	622723
cov	622007
pop	621776
rra	621221
nli	620769
lte	620647
uca	620588
dwe	620118
tei	620001
nue	619320
fla	619320
sdo	618505
ril	618424
iro	618372
iam	617315
tev	617226
esl	617035
mpr	616160
edg	614818
mew	614610
ico	613938
yal	613547
yle	612247
ntf	610686
stb	610684
lyd	610225
eft	609753
orb	609578
hte	609463
cem	609095
ben	608693
yas	608227
kee	608204
ntc	607811
ntb	606735
une	606148
nem	605878
eou	604857
ouc	603583
ppl	603167
thu	602655
tex	601212
icu	600343
rdo	600167
sew	600057
sul	599610
osp	599565
exc	598704
otb	597457
gne	597340
ids	597319
kil	596517
lov	596167
sys	595842
ims	594877
niv	594561
oom	594423
stf	593875
irc	593467
ohi	593271
nmo	593043
asl	592890
onv	592688
tde	591919
oce	589867
ebi	589639
pto	589182
ldh	588186
ype	586973
nie	585394
nsf	584634
elt	584302
ibe	584035
fig	583619
npa	583247
fat	582931
lym	582806
tyt	582701
typ	582667
dnt	582639
lue	582588
uro	581947
owh	580772
ohe	580308
blo	579956
wri	579264
hts	577913
rks	576408
deo	575421
hri	574942
sot	574851
lyr	573992
dus	573106
ayb	572949
chu	571970
tfr	570894
wom	570036
yde	569800
bin	569494
req	569352
gge	569035
mel	568097
ffo	567614
arb	567346
sop	567101
uma	566671
vio	565932
inr	565532
rtu	565492
ror	565019
taf	565018
dab	564586
mee	564382
lee	564063
inj	563954
mse	563803
vei	563398
bed	563256
bit	563243
hek	563111
ury	563102
ppr	562337
tep	561626
dac	560810
mac	560466
acr	560392
mma	560100
enr	559896
utw	559890
onr	559879
nju	559740
eys	558978
fas	558916
kto	557955
orf	557739
pte	557205
cid	557156
ysh	557064
var	554992
saw	554210
eaf	553523
tla	552885
cka	552873
sia	552868
obl	552685
uen	552559
rsu	552342
oki	550803
uat	550712
uet	550590
ajo	550271
cos	548835
ckt	548249
chw	547094
oas	547084
llh	546923
sbo	546255
few	546208
mst	545818
scu	545747
boa	545518
rry	544591
eev	544371
lma	543365
lyf	542748
veh	542516
ido	542455
mid	542131
ois	541358
teo	541333
sci	540904
owo	540143
uck	539189
dch	539085
irt	538812
opa	538667
rss	538580
agu	538214
rsp	538077
ule	537905
eki	537234
beh	536853
oye	536753
nwe	536458
dom	536014
ady	535778
ypr	534788
nki	534130
fes	533859
git	533850
nfe	533716
ssp	533611
lou	532271
ymo	531944
urg	531285
pra	530776
dme	530452
sow	530375
edn	530369
sav	529041
icl	527724
opi	527628
lyp	527472
kof	527245
nla	527108
ldt	526989
rav	526859
tfi	526850
dot	526027
rfa	525159
eau	524482
nho	524339
dba	524137
nim	523850
cew	523836
ske	523792
enf	523355
rho	523322
nna	523153
tpa	523107
wis	522583
dfi	521982
anh	521711
api	521588
rpa	521064
llc	520280
ipa	520207
adm	520060
gla	519295
tap	519294
abe	518372
ety	518266
gco	517522
rms	516670
ldn	516405
lam	515473
tam	515082
yat	514887
anp	513734
dla	513515
iri	513467
nbu	513300
emu	512519
ntp	511651
uns	510860
ols	510360
dpa	509809
lmo	509559
gua	509237
irl	509126
nef	508460
rbo	508139
pal	508003
urd	507800
lyh	507228
sce	506920
anf	506607
gni	506013
rip	505801
urp	505265
ify	505167
nle	504602
eph	504267
efl	503910
woo	503688
mmo	503497
iga	503497
joh	502815
sra	500885
isg	500728
tir	499383
ttr	499147
thm	498790
ydi	498661
fel	498282
jor	498205
dpo	498043
rtr	497346
sue	497335
yso	497210
dho	497057
lpr	496606
rla	496560
opt	496521
ksa	496476
cta	496458
mpt	496218
yhe	496155
dup	495800
nol	495482
oso	494708
hej	494601
alu	494465
gli	494378
goa	494263
itl	493958
cko	493446
thw	493160
bly	493096
dsu	492092
hwa	492002
tsb	491646
ofg	491637
rfi	490437
otr	490348
wna	489842
ohn	489451
gio	488610
pur	488258
mec	488180
nfl	487801
zed	487593
ilm	487242
dbu	486627
dun	486473
ogi	486249
fli	486182
ucc	485996
nba	485692
fle	485317
raw	484515
eiv	484190
deb	484041
eot	483990
unn	483956
ntm	483452
evo	482756
mig	482184
hai	482087
ldo	481971
oat	481479
nfa	481444
ssc	481234
lus	481140
naf	480881
iwa	480253
eup	479710
cip	478875
pay	477785
chs	477768
atf	477407
amb	477033
ody	477028
agi	476470
yme	476223
exi	476011
tpe	475755
rpe	475555
imm	475550
lye	473623
tbu	473327
ctt	472606
llp	472117
lha	471050
tdi	469714
ils	469685
eur	469411
lbu	469269
tyi	469136
hun	468989
hie	468968
gsa	468704
nif	468003
nks	467976
wnt	467949
atb	467250
ddo	466728
gel	466030
lep	465778
msa	465592
enm	464945
oms	464540
ywo	464136
rye	463932
dap	463668
osh	463662
hco	463355
apt	462589
irm	462520
maj	461996
ait	461895
yfr	461193
ocr	461087
gho	460651
yli	460235
tys	460071
atd	459822
upa	459674
fyo	459119
nun	457629
afr	457104
avo	456873
adb	456539
eim	456080
usl	455635
tpo	455600
lad	454918
owl	454598
htt	454342
bod	452560
dwo	451350
ffa	450974
liz	450659
och	450499
thl	450466
lau	450126
scl	449760
anm	449470
vot	449215
npo	449188
vit	449115
rdt	448914
hti	448845
daf	448676
mof	447868
ief	447703
fiv	447519
kel	446546
pot	446391
isu	446330
olv	445680
enp	444499
key	443950
rsf	443639
rlo	443516
ncy	443271
rgi	443210
chn	442628
una	442592
ilo	442392
ghs	442110
ods	441928
ony	441676
afo	441277
mef	440759
oub	440554
lsi	440312
thp	438986
sna	438926
loy	438888
pir	438022
tlo	437667
hta	437321
lag	437237
ych	436029
dtr	435315
rns	433705
cef	433482
hum	433377
ofn	432061
lex	431567
sef	431541
ndy	431481
amm	431036
gui	430959
cil	430400
dpe	430118
vec	430041
hus	429554
kst	429427
llw	428966
sgr	428953
esr	427192
aph	426684
uir	426397
awi	426367
tmi	425602
tsm	425404
ocu	425294
dru	424601
jun	424505
tew	423945
niz	423720
osu	423505
uff	423370
six	423176
quo	422520
nke	422208
hhi	421646
dua	421396
chh	421300
dyo	420696
eju	419736
sil	419658
tok	418746
iha	417951
phe	417489
wne	417203
gso	417000
dsp	416929
dlo	416908
nss	416724
rfr	416640
